Department,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_18,Symptom_19,Symptom_20,Symptom_21,Symptom_22,Symptom_23,Symptom_24,Symptom_25,Symptom_26,Symptom_27,Symptom_28,text
Ortopedi,Romatizmal Eklem İltihabı,ağrı,şişme,eklemlerde kısıtlılık,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Romatizmal Eklem İltihabı. Bölüm: Ortopedi. Belirtiler: ağrı, şişme, eklemlerde kısıtlılık."
Nöroloji,Felç,ani güç kaybı,vücudun bir tarafında uyuşukluk,konuşma zorluğu,bilinç bulanıklığı,tek gözde görme sorunu,şiddetli baş ağrısı,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Felç. Bölüm: Nöroloji. Belirtiler: ani güç kaybı, vücudun bir tarafında uyuşukluk, konuşma zorluğu, bilinç bulanıklığı, tek gözde görme sorunu, şiddetli baş ağrısı."
Onkoloji,Mide Kanseri,üst karın bölgesinde ağrı,hazımsızlık,mide bulantısı,kusma,kilo kaybı,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Mide Kanseri. Bölüm: Onkoloji. Belirtiler: üst karın bölgesinde ağrı, hazımsızlık, mide bulantısı, kusma, kilo kaybı."
Dahiliye (İç Hastalıkları),Tiroid Kanseri,boyundaki yumru,ses kısıklığı,yorgunluk,kilo kaybı,açıklanamayan ısı intoleransı,soğuğa duyarlılık,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Tiroid Kanseri. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: boyundaki yumru, ses kısıklığı, yorgunluk, kilo kaybı, açıklanamayan ısı intoleransı, soğuğa duyarlılık."
Gastroenteroloji,Ülseratif Kolit,ishal,kanlı dışkı,karın ağrısı,kilo kaybı,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Ülseratif Kolit. Bölüm: Gastroenteroloji. Belirtiler: ishal, kanlı dışkı, karın ağrısı, kilo kaybı."
Dermatoloji,Atopik Dermatit,kaşıntı,kırmızı,iltihaplı cilt,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Atopik Dermatit. Bölüm: Dermatoloji. Belirtiler: kaşıntı, kırmızı, iltihaplı cilt."
Gastroenteroloji,Çölyak Hastalığı,ishal,şişkinlik,kilo kaybı,yorgunluk,karın ağrısı,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Çölyak Hastalığı. Bölüm: Gastroenteroloji. Belirtiler: ishal, şişkinlik, kilo kaybı, yorgunluk, karın ağrısı."
Nefroloji,Kronik Böbrek Hastalığı,yorgunluk,nefes darlığı,şişme,yüksek tansiyon,idrara çıkma değişikliği,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kronik Böbrek Hastalığı. Bölüm: Nefroloji. Belirtiler: yorgunluk, nefes darlığı, şişme, yüksek tansiyon, idrara çıkma değişikliği."
Gastroenteroloji,Crohn Hastalığı,ishal,kanlı dışkı,karın ağrısı,kilo kaybı,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Crohn Hastalığı. Bölüm: Gastroenteroloji. Belirtiler: ishal, kanlı dışkı, karın ağrısı, kilo kaybı."
Endokrinoloji,Graves Hastalığı,hipertiroidizm,aşırı aktif olan tiroit,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Graves Hastalığı. Bölüm: Endokrinoloji. Belirtiler: hipertiroidizm, aşırı aktif olan tiroit."
Dahiliye (İç Hastalıkları),Hashimoto Tiroiditi,hipotiroidizm,yetersiz olan bir tiroit,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Hashimoto Tiroiditi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: hipotiroidizm, yetersiz olan bir tiroit."
Dahiliye (İç Hastalıkları),Tip 1 Diyabet,sık idrara çıkma,artan susuzluk,kilo kaybı,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Tip 1 Diyabet. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: sık idrara çıkma, artan susuzluk, kilo kaybı."
Dahiliye (İç Hastalıkları),Tip 2 Diyabet,yorgunluk,artan açlık,yaraların yavaş iyileşmesi,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Tip 2 Diyabet. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, artan açlık, yaraların yavaş iyileşmesi."
Gastroenteroloji,Gastroenterit,mide bulantısı,kusma,ishal,karın ağrısı veya kramplar,ateş,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Gastroenterit. Bölüm: Gastroenteroloji. Belirtiler: mide bulantısı, kusma, ishal, karın ağrısı veya kramplar, ateş."
Nefroloji,İdrar Taşları,şiddetli karın veya sırt ağrısı,idrarda kan,sık idrara çıkma,idrara çıkma sırasında ağrı,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: İdrar Taşları. Bölüm: Nefroloji. Belirtiler: şiddetli karın veya sırt ağrısı, idrarda kan, sık idrara çıkma, idrara çıkma sırasında ağrı."
Göğüs Hastalıkları,Bronşit,sarı veya yeşil balgamlı kalıcı öksürük,göğüs tıkanıklığı,yorgunluk,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Bronşit. Bölüm: Göğüs Hastalıkları. Belirtiler: sarı veya yeşil balgamlı kalıcı öksürük, göğüs tıkanıklığı, yorgunluk."
Dermatoloji,Güneşe Maruz Kalmaya Bağlı Dermatit,döküntü gibi güneş yanığı,kızarıklık,kaşıntı,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Güneşe Maruz Kalmaya Bağlı Dermatit. Bölüm: Dermatoloji. Belirtiler: döküntü gibi güneş yanığı, kızarıklık, kaşıntı."
Dermatoloji,Uyuz,yoğun kaşıntı,özellikle geceleri,küçük kabarcıklar veya şişlikler,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Uyuz. Bölüm: Dermatoloji. Belirtiler: yoğun kaşıntı, özellikle geceleri, küçük kabarcıklar veya şişlikler."
Dermatoloji,Sedef Hastalığı,ciltte pullu lekeler,kaşıntı,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Sedef Hastalığı. Bölüm: Dermatoloji. Belirtiler: ciltte pullu lekeler, kaşıntı."
Dermatoloji,Egzama,kaşıntı,iltihaplı cilt,döküntü,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Egzama. Bölüm: Dermatoloji. Belirtiler: kaşıntı, iltihaplı cilt, döküntü."
Genel Dahiliye,Kronik Baş Ağrısı,kalıcı baş ağrısı,boyun ve omuzlarda gerginlik,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kronik Baş Ağrısı. Bölüm: Genel Dahiliye. Belirtiler: kalıcı baş ağrısı, boyun ve omuzlarda gerginlik."
Genel Dahiliye,Lupus,eklem ağrısı,yorgunluk,deri döküntüsü,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Lupus. Bölüm: Genel Dahiliye. Belirtiler: eklem ağrısı, yorgunluk, deri döküntüsü."
Endokrinoloji,Endometriozis,pelvik ağrısı,ağrılı dönemler,kısırlık,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Endometriozis. Bölüm: Endokrinoloji. Belirtiler: pelvik ağrısı, ağrılı dönemler, kısırlık."
Nöroloji,Migren,şiddetli baş ağrısı,mide bulantısı,ışığa ve sese duyarlılık,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Migren. Bölüm: Nöroloji. Belirtiler: şiddetli baş ağrısı, mide bulantısı, ışığa ve sese duyarlılık."
Ortopedi,Siyatik,bel ağrısı,bacak ağrısı,uyuşma veya karıncalanma,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Siyatik. Bölüm: Ortopedi. Belirtiler: bel ağrısı, bacak ağrısı, uyuşma veya karıncalanma."
Genel Dahiliye,Analjeziklere Bağlı Zehirlenme,mide bulantısı,kusma,karın ağrısı,baş dönmesi,bilinç bulanıklığı,solunum zorluğu,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Analjeziklere Bağlı Zehirlenme. Bölüm: Genel Dahiliye. Belirtiler: mide bulantısı, kusma, karın ağrısı, baş dönmesi, bilinç bulanıklığı, solunum zorluğu."
Enfeksiyon Hastalıkları,Kıl Kurdu Enfeksiyonu,anüs veya vajina çevresinde kaşıntı,huzursuz uyku,sinirlilik,anal veya vajinal akıntı,karın ağrısı veya rahatsızlık,iştah kaybı,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kıl Kurdu Enfeksiyonu. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: anüs veya vajina çevresinde kaşıntı, huzursuz uyku, sinirlilik, anal veya vajinal akıntı, karın ağrısı veya rahatsızlık, iştah kaybı."
Nefroloji,Üretral Valfler,zorlu veya zayıf idrar akışı,idrar yolu enfeksiyonları,idrar sıklığı veya aciliyet,karın şişliği,sağlıksız kilo alımı,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Üretral Valfler. Bölüm: Nefroloji. Belirtiler: zorlu veya zayıf idrar akışı, idrar yolu enfeksiyonları, idrar sıklığı veya aciliyet, karın şişliği, sağlıksız kilo alımı."
Genel Dahiliye,Saçkıran,saç dökülmesi veya kellik,düzensiz veya genelleştirilmiş saç dökülmesi,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Saçkıran. Bölüm: Genel Dahiliye. Belirtiler: saç dökülmesi veya kellik, düzensiz veya genelleştirilmiş saç dökülmesi."
KBB (Kulak Burun Boğaz),Kronik Sinüzit,yüz ağrısı veya basıncı,burun tıkanıklığı,koyu burun akıntısı,geniz akıntısı,öksürük,yorgunluk,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kronik Sinüzit. Bölüm: KBB (Kulak Burun Boğaz). Belirtiler: yüz ağrısı veya basıncı, burun tıkanıklığı, koyu burun akıntısı, geniz akıntısı, öksürük, yorgunluk."
Genel Dahiliye,Kolesteatom,kulak ağrısı,işitme kaybı,kulak drenajı,baş dönmesi veya vertigo,kulak çınlaması,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kolesteatom. Bölüm: Genel Dahiliye. Belirtiler: kulak ağrısı, işitme kaybı, kulak drenajı, baş dönmesi veya vertigo, kulak çınlaması."
Genel Dahiliye,Bağırsak Düğümlenmesi,karın ağrısı,mide bulantısı,kusma,şişkinlik,kabızlık,kanlı dışkı,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Bağırsak Düğümlenmesi. Bölüm: Genel Dahiliye. Belirtiler: karın ağrısı, mide bulantısı, kusma, şişkinlik, kabızlık, kanlı dışkı."
Genel Dahiliye,Hemartroz,eklem şişmesi,ağrı,sıcaklık,sınırlı hareket açıklığı,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Hemartroz. Bölüm: Genel Dahiliye. Belirtiler: eklem şişmesi, ağrı, sıcaklık, sınırlı hareket açıklığı."
Göz Hastalıkları,Göz Kapağı Kisti,göz kapağında ağrılı yumru veya şişlik,kızarıklık,hassasiyet,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Göz Kapağı Kisti. Bölüm: Göz Hastalıkları. Belirtiler: göz kapağında ağrılı yumru veya şişlik, kızarıklık, hassasiyet."
Genel Dahiliye,Balanit,penis ucunun iltihaplanması,kızarıklık,şişme,ağrı,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Balanit. Bölüm: Genel Dahiliye. Belirtiler: penis ucunun iltihaplanması, kızarıklık, şişme, ağrı."
Genel Dahiliye,Bağırsak Malabsorbsiyonu,kronik ishal,kilo kaybı,karın ağrısı,karın şişkinliği,yorgunluk,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Bağırsak Malabsorbsiyonu. Bölüm: Genel Dahiliye. Belirtiler: kronik ishal, kilo kaybı, karın ağrısı, karın şişkinliği, yorgunluk."
Genel Dahiliye,Faranjit,şiddetli boğaz ağrısı,yutma güçlüğü,ateş,şişmiş bademcikler,ses değişiklikleri,boyun ağrısı veya sertliği,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Faranjit. Bölüm: Genel Dahiliye. Belirtiler: şiddetli boğaz ağrısı, yutma güçlüğü, ateş, şişmiş bademcikler, ses değişiklikleri, boyun ağrısı veya sertliği."
Genel Cerrahi,Gastroparezi,mide bulantısı,kusma,erken doyma hissi,şişkinlik,karın ağrısı,iştahsızlık,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Gastroparezi. Bölüm: Genel Cerrahi. Belirtiler: mide bulantısı, kusma, erken doyma hissi, şişkinlik, karın ağrısı, iştahsızlık."
Onkoloji,Baş ve Boyun Kanseri,kalıcı boğaz ağrısı,yutma güçlüğü,ses değişiklikleri,kulak ağrısı,boyun kitlesi,kilo kaybı,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Baş ve Boyun Kanseri. Bölüm: Onkoloji. Belirtiler: kalıcı boğaz ağrısı, yutma güçlüğü, ses değişiklikleri, kulak ağrısı, boyun kitlesi, kilo kaybı."
Dahiliye (İç Hastalıkları),Kronik Hastalık Anemisi,yorgunluk,zayıflık,soluk cilt,nefes darlığı,egzersiz toleransının azalması,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kronik Hastalık Anemisi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, zayıflık, soluk cilt, nefes darlığı, egzersiz toleransının azalması."
Genel Dahiliye,Kızıl Hastalığı,boğaz ağrısı,ateş,döküntü,şişmiş bezler,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kızıl Hastalığı. Bölüm: Genel Dahiliye. Belirtiler: boğaz ağrısı, ateş, döküntü, şişmiş bezler."
Kardiyoloji,Hipertansif Kalp Hastalığı,yüksek tansiyon,göğüs ağrısı veya rahatsızlığı,nefes darlığı,yorgunluk,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Hipertansif Kalp Hastalığı. Bölüm: Kardiyoloji. Belirtiler: yüksek tansiyon, göğüs ağrısı veya rahatsızlığı, nefes darlığı, yorgunluk."
Psikiyatri,Madde Bağımlılığı,sakinlik (ilaçla yatıştırma),uyuklama,konuşma bozukluğu,bilinç bulanıklığı,solunum sıkıntısı,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Madde Bağımlılığı. Bölüm: Psikiyatri. Belirtiler: sakinlik (ilaçla yatıştırma), uyuklama, konuşma bozukluğu, bilinç bulanıklığı, solunum sıkıntısı."
Genel Dahiliye,Ansefalit,baş ağrısı,ateş,bilinç bulanıklığı,nöbetler,nörolojik semptomlar,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Ansefalit. Bölüm: Genel Dahiliye. Belirtiler: baş ağrısı, ateş, bilinç bulanıklığı, nöbetler, nörolojik semptomlar."
Ortopedi,Kas Spazmı,ani kasılma,istemsiz kas kasılmaları,kas ağrısı,sertlik,sınırlı hareket açıklığı,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kas Spazmı. Bölüm: Ortopedi. Belirtiler: ani kasılma, istemsiz kas kasılmaları, kas ağrısı, sertlik, sınırlı hareket açıklığı."
Nefroloji,Böbrek Yetmezliği,idrar çıkışının azalması,sıvı birikmesi,yorgunluk,nefes darlığı,mide bulantısı,bilinç bulanıklığı,göğüs ağrısı,nöbetler,,,,,,,,,,,,,,,,,,,,,"Hastalık: Böbrek Yetmezliği. Bölüm: Nefroloji. Belirtiler: idrar çıkışının azalması, sıvı birikmesi, yorgunluk, nefes darlığı, mide bulantısı, bilinç bulanıklığı, göğüs ağrısı, nöbetler."
Genel Dahiliye,Diş Çürüğü,diş ağrısı,diş hassasiyeti,dişlerde görünür çukurlar veya delikler,dişlerdeki koyu lekeler,ağız kokusu,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Diş Çürüğü. Bölüm: Genel Dahiliye. Belirtiler: diş ağrısı, diş hassasiyeti, dişlerde görünür çukurlar veya delikler, dişlerdeki koyu lekeler, ağız kokusu."
KBB (Kulak Burun Boğaz),Burun Bozukluğu,burun tıkanıklığı,burun akması,hapşırma,yüz ağrısı veya basıncı,koku kaybı,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Burun Bozukluğu. Bölüm: KBB (Kulak Burun Boğaz). Belirtiler: burun tıkanıklığı, burun akması, hapşırma, yüz ağrısı veya basıncı, koku kaybı."
Enfeksiyon Hastalıkları,Kuduz,ateş,baş ağrısı,yorgunluk,endişe,bilinç bulanıklığı,halüsinasyonlar,yutma güçlüğü,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kuduz. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: ateş, baş ağrısı, yorgunluk, endişe, bilinç bulanıklığı, halüsinasyonlar, yutma güçlüğü."
Dahiliye (İç Hastalıkları),Hemolitik Anemi,yorgunluk,zayıflık,soluk cilt,nefes darlığı,sarılık,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Hemolitik Anemi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, zayıflık, soluk cilt, nefes darlığı, sarılık."
Genel Dahiliye,A Vitamini Eksikliği,gece körlüğü,kuru gözler,kuru veya pürüzlü cilt,zayıf yara iyileşmesi,zayıf bağışıklık,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: A Vitamini Eksikliği. Bölüm: Genel Dahiliye. Belirtiler: gece körlüğü, kuru gözler, kuru veya pürüzlü cilt, zayıf yara iyileşmesi, zayıf bağışıklık."
Genel Dahiliye,Belsoğukluğu,ağrılı idrar yapma,cinsel organlardan anormal akıntı,pelvik ağrısı,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Belsoğukluğu. Bölüm: Genel Dahiliye. Belirtiler: ağrılı idrar yapma, cinsel organlardan anormal akıntı, pelvik ağrısı."
Nöroşirürji,Ependimom,baş ağrısı,mide bulantısı,nöbetler,dengeyi kaybı,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Ependimom. Bölüm: Nöroşirürji. Belirtiler: baş ağrısı, mide bulantısı, nöbetler, dengeyi kaybı."
Enfeksiyon Hastalıkları,Toksine Bağlı Hepatit,yorgunluk,sarılık,karın ağrısı,mide bulantısı,kusma,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Toksine Bağlı Hepatit. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: yorgunluk, sarılık, karın ağrısı, mide bulantısı, kusma."
Dermatoloji,Uçuk,dudaklarda veya ağız çevresinde küçük ve ağrılı kabarcıklar,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hastalık: Uçuk. Bölüm: Dermatoloji. Belirtiler: dudaklarda veya ağız çevresinde küçük ve ağrılı kabarcıklar.
Onkoloji,Meme Kanseri,göğüste yumru,meme büyüklüğünde veya şeklinde değişiklikler,meme ucunda değişiklikler,meme ağrısı,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Meme Kanseri. Bölüm: Onkoloji. Belirtiler: göğüste yumru, meme büyüklüğünde veya şeklinde değişiklikler, meme ucunda değişiklikler, meme ağrısı."
Üroloji,Testis Kanseri,testislerde şişlik veya yumru,ağrı veya rahatsızlık,testis boyutunda veya şeklinde değişiklikler,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Testis Kanseri. Bölüm: Üroloji. Belirtiler: testislerde şişlik veya yumru, ağrı veya rahatsızlık, testis boyutunda veya şeklinde değişiklikler."
Psikiyatri,Anksiyete,aşırı endişe,huzursuzluk,artan kalp atış hızı,panik ataklar,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Anksiyete. Bölüm: Psikiyatri. Belirtiler: aşırı endişe, huzursuzluk, artan kalp atış hızı, panik ataklar."
KBB (Kulak Burun Boğaz),Burun Apsesi,ağrı,şişme,kızarıklık,burun akıntısı,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Burun Apsesi. Bölüm: KBB (Kulak Burun Boğaz). Belirtiler: ağrı, şişme, kızarıklık, burun akıntısı."
Onkoloji,Lösemi,yorgunluk,soluk cilt,sık enfeksiyonlar,kolay kanama veya morarma,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Lösemi. Bölüm: Onkoloji. Belirtiler: yorgunluk, soluk cilt, sık enfeksiyonlar, kolay kanama veya morarma."
Genel Dahiliye,İlaç Reaksiyonu,döküntü,kaşıntı,şişme,ateş,solunum semptomları,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: İlaç Reaksiyonu. Bölüm: Genel Dahiliye. Belirtiler: döküntü, kaşıntı, şişme, ateş, solunum semptomları."
KBB (Kulak Burun Boğaz),Farenjit,boğaz ağrısı,yutma güçlüğü,şişmiş lenf düğümleri,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Farenjit. Bölüm: KBB (Kulak Burun Boğaz). Belirtiler: boğaz ağrısı, yutma güçlüğü, şişmiş lenf düğümleri."
Göğüs Hastalıkları,Akciğer İltihaplanması (zatüre),öksürük,ateş,göğüs ağrısı,nefes almada zorluk,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Akciğer İltihaplanması (zatüre). Bölüm: Göğüs Hastalıkları. Belirtiler: öksürük, ateş, göğüs ağrısı, nefes almada zorluk."
Nöroşirürji,Siringomiyeli,kas güçsüzlüğü,duyu kaybı,kronik ağrı,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Siringomiyeli. Bölüm: Nöroşirürji. Belirtiler: kas güçsüzlüğü, duyu kaybı, kronik ağrı."
Göğüs Hastalıkları,Pulmoner Fibroz,nefes darlığı,kuru öksürük,yorgunluk,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Pulmoner Fibroz. Bölüm: Göğüs Hastalıkları. Belirtiler: nefes darlığı, kuru öksürük, yorgunluk."
Nöroloji,Parkinson Hastalığı,ellerde titremek,sertlik,hareket yavaşlığı,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Parkinson Hastalığı. Bölüm: Nöroloji. Belirtiler: ellerde titremek, sertlik, hareket yavaşlığı."
Genel Dahiliye,Gut,yoğun eklem ağrısı,şişme,kızarıklık,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Gut. Bölüm: Genel Dahiliye. Belirtiler: yoğun eklem ağrısı, şişme, kızarıklık."
Genel Dahiliye,Gıda Alerjisi,döküntü,kaşıntı,şişme,nefes almada zorluk,sindirim sistemi ile ilgili semptomlar,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Gıda Alerjisi. Bölüm: Genel Dahiliye. Belirtiler: döküntü, kaşıntı, şişme, nefes almada zorluk, sindirim sistemi ile ilgili semptomlar."
Endokrinoloji,Adet Öncesi Gerginlik Sendromu,ruh halinde ani değişimler,şişkinlik,göğüslerde hassasiyet,sinirlilik,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Adet Öncesi Gerginlik Sendromu. Bölüm: Endokrinoloji. Belirtiler: ruh halinde ani değişimler, şişkinlik, göğüslerde hassasiyet, sinirlilik."
Psikiyatri,Panik Atak,göğüs ağrısı,nefes darlığı,çarpıntı hissi,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Panik Atak. Bölüm: Psikiyatri. Belirtiler: göğüs ağrısı, nefes darlığı, çarpıntı hissi."
Genel Dahiliye,B12 Vitamini Eksikliği,yorgunluk,zayıflık,soluk cilt,nefes darlığı,ellerde ve ayaklarda karıncalanma veya uyuşma,denge sorunları,ağızda yanma hissi,,,,,,,,,,,,,,,,,,,,,,"Hastalık: B12 Vitamini Eksikliği. Bölüm: Genel Dahiliye. Belirtiler: yorgunluk, zayıflık, soluk cilt, nefes darlığı, ellerde ve ayaklarda karıncalanma veya uyuşma, denge sorunları, ağızda yanma hissi."
Üroloji,Mesane Bozukluğu,sık idrara çıkma,aciliyet,pelvik ağrısı,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Mesane Bozukluğu. Bölüm: Üroloji. Belirtiler: sık idrara çıkma, aciliyet, pelvik ağrısı."
Genel Dahiliye,Bitler,kaşıntı,saçta gözle görülür bit varlığı,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Bitler. Bölüm: Genel Dahiliye. Belirtiler: kaşıntı, saçta gözle görülür bit varlığı."
Genel Dahiliye,Antidepresanlara Bağlı Zehirlenme,mide bulantısı,kusma,uyuklama,baş dönmesi,bilinç bulanıklığı,nöbetler,kalp atış hızındaki değişiklikler,düşük kan basıncı,solunum zorluğu,,,,,,,,,,,,,,,,,,,,"Hastalık: Antidepresanlara Bağlı Zehirlenme. Bölüm: Genel Dahiliye. Belirtiler: mide bulantısı, kusma, uyuklama, baş dönmesi, bilinç bulanıklığı, nöbetler, kalp atış hızındaki değişiklikler, düşük kan basıncı, solunum zorluğu."
Genel Dahiliye,Magnezyum Eksikliği,kas kasılmaları,kas krampları,yorgunluk,zayıflık,iştah kaybı,mide bulantısı,kusma,sinirlilik,zihinsel karmaşa,düzensiz kalp atışı,karıncalanma veya uyuşma,kişilik değişiklikleri,nöbetler,,,,,,,,,,,,,,,,"Hastalık: Magnezyum Eksikliği. Bölüm: Genel Dahiliye. Belirtiler: kas kasılmaları, kas krampları, yorgunluk, zayıflık, iştah kaybı, mide bulantısı, kusma, sinirlilik, zihinsel karmaşa, düzensiz kalp atışı, karıncalanma veya uyuşma, kişilik değişiklikleri, nöbetler."
Genel Dahiliye,Siroz,yorgunluk,sarılık,karın şişmesi,kolay morarma ve kanama,bilinç bulanıklığı,iştah kaybı,kilo kaybı,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Siroz. Bölüm: Genel Dahiliye. Belirtiler: yorgunluk, sarılık, karın şişmesi, kolay morarma ve kanama, bilinç bulanıklığı, iştah kaybı, kilo kaybı."
Psikiyatri,Panik Atak,çarpıntı hissi,terlemek,titreme,nefes darlığı,kontrolü kaybetme korkusu,baş dönmesi,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Panik Atak. Bölüm: Psikiyatri. Belirtiler: çarpıntı hissi, terlemek, titreme, nefes darlığı, kontrolü kaybetme korkusu, baş dönmesi."
